Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	DMSO_1_1 Spectral Count	DMSO_1_2 Spectral Count	DMSO_1_3 Spectral Count	DMSO_1_4 Spectral Count	DMSO_1_5 Spectral Count	DMSO_1_6 Spectral Count	DMSO_4_1 Spectral Count	DMSO_4_2 Spectral Count	DMSO_4_3 Spectral Count	DMSO_4_4 Spectral Count	DMSO_4_5 Spectral Count	DMSO_4_6 Spectral Count	DMSO_6_1 Spectral Count	DMSO_6_2 Spectral Count	DMSO_6_3 Spectral Count	DMSO_6_4 Spectral Count	DMSO_6_5 Spectral Count	DMSO_6_6 Spectral Count	brigatinib_1 Spectral Count	brigatinib_10 Spectral Count	brigatinib_100 Spectral Count	brigatinib_1000 Spectral Count	brigatinib_10000 Spectral Count	dabrafenib_1 Spectral Count	dabrafenib_10 Spectral Count	dabrafenib_100 Spectral Count	dabrafenib_1000 Spectral Count	dabrafenib_10000 Spectral Count	methotrexate_1 Spectral Count	methotrexate_10 Spectral Count	methotrexate_100 Spectral Count	methotrexate_1000 Spectral Count	methotrexate_10000 Spectral Count	DMSO_1_1 Unique Spectral Count	DMSO_1_2 Unique Spectral Count	DMSO_1_3 Unique Spectral Count	DMSO_1_4 Unique Spectral Count	DMSO_1_5 Unique Spectral Count	DMSO_1_6 Unique Spectral Count	DMSO_4_1 Unique Spectral Count	DMSO_4_2 Unique Spectral Count	DMSO_4_3 Unique Spectral Count	DMSO_4_4 Unique Spectral Count	DMSO_4_5 Unique Spectral Count	DMSO_4_6 Unique Spectral Count	DMSO_6_1 Unique Spectral Count	DMSO_6_2 Unique Spectral Count	DMSO_6_3 Unique Spectral Count	DMSO_6_4 Unique Spectral Count	DMSO_6_5 Unique Spectral Count	DMSO_6_6 Unique Spectral Count	brigatinib_1 Unique Spectral Count	brigatinib_10 Unique Spectral Count	brigatinib_100 Unique Spectral Count	brigatinib_1000 Unique Spectral Count	brigatinib_10000 Unique Spectral Count	dabrafenib_1 Unique Spectral Count	dabrafenib_10 Unique Spectral Count	dabrafenib_100 Unique Spectral Count	dabrafenib_1000 Unique Spectral Count	dabrafenib_10000 Unique Spectral Count	methotrexate_1 Unique Spectral Count	methotrexate_10 Unique Spectral Count	methotrexate_100 Unique Spectral Count	methotrexate_1000 Unique Spectral Count	methotrexate_10000 Unique Spectral Count	DMSO_1_1 Total Spectral Count	DMSO_1_2 Total Spectral Count	DMSO_1_3 Total Spectral Count	DMSO_1_4 Total Spectral Count	DMSO_1_5 Total Spectral Count	DMSO_1_6 Total Spectral Count	DMSO_4_1 Total Spectral Count	DMSO_4_2 Total Spectral Count	DMSO_4_3 Total Spectral Count	DMSO_4_4 Total Spectral Count	DMSO_4_5 Total Spectral Count	DMSO_4_6 Total Spectral Count	DMSO_6_1 Total Spectral Count	DMSO_6_2 Total Spectral Count	DMSO_6_3 Total Spectral Count	DMSO_6_4 Total Spectral Count	DMSO_6_5 Total Spectral Count	DMSO_6_6 Total Spectral Count	brigatinib_1 Total Spectral Count	brigatinib_10 Total Spectral Count	brigatinib_100 Total Spectral Count	brigatinib_1000 Total Spectral Count	brigatinib_10000 Total Spectral Count	dabrafenib_1 Total Spectral Count	dabrafenib_10 Total Spectral Count	dabrafenib_100 Total Spectral Count	dabrafenib_1000 Total Spectral Count	dabrafenib_10000 Total Spectral Count	methotrexate_1 Total Spectral Count	methotrexate_10 Total Spectral Count	methotrexate_100 Total Spectral Count	methotrexate_1000 Total Spectral Count	methotrexate_10000 Total Spectral Count	DMSO_1_1 Intensity	DMSO_1_2 Intensity	DMSO_1_3 Intensity	DMSO_1_4 Intensity	DMSO_1_5 Intensity	DMSO_1_6 Intensity	DMSO_4_1 Intensity	DMSO_4_2 Intensity	DMSO_4_3 Intensity	DMSO_4_4 Intensity	DMSO_4_5 Intensity	DMSO_4_6 Intensity	DMSO_6_1 Intensity	DMSO_6_2 Intensity	DMSO_6_3 Intensity	DMSO_6_4 Intensity	DMSO_6_5 Intensity	DMSO_6_6 Intensity	brigatinib_1 Intensity	brigatinib_10 Intensity	brigatinib_100 Intensity	brigatinib_1000 Intensity	brigatinib_10000 Intensity	dabrafenib_1 Intensity	dabrafenib_10 Intensity	dabrafenib_100 Intensity	dabrafenib_1000 Intensity	dabrafenib_10000 Intensity	methotrexate_1 Intensity	methotrexate_10 Intensity	methotrexate_100 Intensity	methotrexate_1000 Intensity	methotrexate_10000 Intensity	DMSO_1_1 MaxLFQ Intensity	DMSO_1_2 MaxLFQ Intensity	DMSO_1_3 MaxLFQ Intensity	DMSO_1_4 MaxLFQ Intensity	DMSO_1_5 MaxLFQ Intensity	DMSO_1_6 MaxLFQ Intensity	DMSO_4_1 MaxLFQ Intensity	DMSO_4_2 MaxLFQ Intensity	DMSO_4_3 MaxLFQ Intensity	DMSO_4_4 MaxLFQ Intensity	DMSO_4_5 MaxLFQ Intensity	DMSO_4_6 MaxLFQ Intensity	DMSO_6_1 MaxLFQ Intensity	DMSO_6_2 MaxLFQ Intensity	DMSO_6_3 MaxLFQ Intensity	DMSO_6_4 MaxLFQ Intensity	DMSO_6_5 MaxLFQ Intensity	DMSO_6_6 MaxLFQ Intensity	brigatinib_1 MaxLFQ Intensity	brigatinib_10 MaxLFQ Intensity	brigatinib_100 MaxLFQ Intensity	brigatinib_1000 MaxLFQ Intensity	brigatinib_10000 MaxLFQ Intensity	dabrafenib_1 MaxLFQ Intensity	dabrafenib_10 MaxLFQ Intensity	dabrafenib_100 MaxLFQ Intensity	dabrafenib_1000 MaxLFQ Intensity	dabrafenib_10000 MaxLFQ Intensity	methotrexate_1 MaxLFQ Intensity	methotrexate_10 MaxLFQ Intensity	methotrexate_100 MaxLFQ Intensity	methotrexate_1000 MaxLFQ Intensity	methotrexate_10000 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q96MH2|HEXI2_HUMAN	Q96MH2	HEXI2_HUMAN	HEXIM2	286	Homo sapiens	1:Experimental evidence at protein level	Protein HEXIM2	1	0.999	6	60	60	60	2	2	1	2	2	0	2	1	1	2	1	1	3	1	1	1	1	2	1	1	2	2	3	1	3	1	3	2	4	1	4	3	3	2	2	1	2	2	0	2	1	1	2	1	1	3	1	1	1	1	2	1	1	2	2	3	1	3	1	3	2	4	1	4	3	3	2	2	1	2	2	0	2	1	1	2	1	1	3	1	1	1	1	2	1	1	2	2	3	1	3	1	3	2	4	1	4	3	3	1.63E+07	1.68E+07	1.78E+07	9544418	1.64E+07	1.38E+07	1.64E+07	7558515	1.58E+07	1.27E+07	1.50E+07	1.57E+07	2.59E+07	8239842	1.03E+07	8227303	8574987	1.57E+07	9421630	7871750	8050925	8729312	1.24E+07	1.97E+07	1.65E+07	1.75E+07	2.03E+07	1.99E+07	1.88E+07	1.70E+07	2.45E+07	2.24E+07	1.79E+07	7454913.5	7306342	7811563.5	7114146	7419092.5	5964563	5893473	4583156	5680100.5	5680921.5	5030271.5	5295543	8311597.5	4644430.5	4861716.5	4154337.8	5694079.5	4682044	4938864	5820289.5	4103450.5	4736279.5	6748016.5	8816420	7368513	8136169.5	9657810	9313901	5870251.5	5779505	8510593	6823567	6413450.5	
sp|Q96MH6|TMM68_HUMAN	Q96MH6	TMM68_HUMAN	TMEM68	324	Homo sapiens	2:Experimental evidence at transcript level	Transmembrane protein 68	1	0.999	5	71	28	71	2	2	1	2	1	1	2	3	3	3	3	3	3	2	3	2	1	3	3	2	2	2	3	2	1	2	2	2	2	3	2	1	2	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	2	2	1	2	1	1	2	3	3	3	3	3	3	2	3	2	1	3	3	2	2	2	3	2	1	2	2	2	2	3	2	1	2	1.35E+07	1.44E+07	1.26E+07	1.57E+07	1.74E+07	1.54E+07	2.23E+07	3.93E+07	3.35E+07	3.04E+07	3.12E+07	3.13E+07	3.01E+07	2.13E+07	3.75E+07	3.05E+07	2.40E+07	3.60E+07	2.81E+07	3.15E+07	3.00E+07	2.01E+07	2.94E+07	1.38E+07	1.48E+07	1.32E+07	1.59E+07	1.32E+07	2.83E+07	3.97E+07	2.97E+07	4.06E+07	2.95E+07	7438623	7949739	6987859.5	8704868	9656379	8527845	1.24E+07	1.58E+07	1.39E+07	1.27E+07	1.33E+07	1.32E+07	1.26E+07	1.15E+07	1.45E+07	1.19E+07	1.32E+07	1.41E+07	1.41E+07	1.28E+07	1.18E+07	1.11E+07	1.21E+07	7629454.5	8206150.5	7311668	8794228	7314516	1.51E+07	1.65E+07	1.64E+07	1.76E+07	1.63E+07	
sp|Q96MN5|TEAN2_HUMAN	Q96MN5	TEAN2_HUMAN	TCEANC2	208	Homo sapiens	1:Experimental evidence at protein level	Transcription elongation factor A N-terminal and central domain-containing protein 2	1	0.999	2	48	48	48	0	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	1	1	0	1	2	2	2	2	2	0	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	1	1	0	1	2	2	2	2	2	0	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	1	1	0	1	2	2	2	2	2	9888696	1.22E+07	8316868	1.16E+07	1.37E+07	1.08E+07	1.27E+07	1.34E+07	1.22E+07	1.14E+07	1.11E+07	1.26E+07	1.49E+07	8202195	2.04E+07	1.53E+07	1.78E+07	1.68E+07	1.54E+07	1.65E+07	1.47E+07	1.63E+07	1.52E+07	1.52E+07	8258332	1.04E+07	8597419	1.47E+07	1.74E+07	1.82E+07	1.94E+07	1.86E+07	1.61E+07	5504593.5	6829057.5	8799388	6508389.5	7571290.5	5928955.5	7104030	7524975	6865163.5	6328310.5	6225331	7038351	8252359.5	8678062	1.13E+07	8572645	9801101	9173222	8624224	9185458	8035202	9085999	8443653	8235440	8737456	5720820	9096215	8225716.5	9719026	1.02E+07	1.06E+07	1.02E+07	8791079	
sp|Q96MT8-3|CEP63_HUMAN	Q96MT8-3	CEP63_HUMAN	CEP63	495	Homo sapiens		Isoform 3 of Centrosomal protein of 63 kDa	1	0.999	10	106	0	106	4	5	4	4	5	4	4	4	2	4	4	3	1	3	1	3	2	3	3	3	4	2	1	5	4	5	5	6	1	2	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	4	4	5	4	4	4	2	4	4	3	1	3	1	3	2	3	3	3	4	2	1	5	4	5	5	6	1	2	1	1	3	3.63E+07	3.94E+07	3.43E+07	3.60E+07	3.43E+07	3.33E+07	3.03E+07	2.63E+07	2.53E+07	2.99E+07	2.46E+07	2.66E+07	2.86E+07	2.82E+07	2.92E+07	3.34E+07	2.78E+07	2.32E+07	2.66E+07	2.58E+07	3.51E+07	2.33E+07	2.90E+07	4.23E+07	4.27E+07	2.99E+07	4.03E+07	3.83E+07	1.15E+07	1.98E+07	1.32E+07	1.76E+07	1.80E+07	1.34E+07	1.27E+07	1.18E+07	1.28E+07	1.28E+07	1.12E+07	1.22E+07	1.43E+07	1.26E+07	1.22E+07	1.25E+07	1.24E+07	8020028.5	8580941	8137166.5	8992809	7971989	6515760.5	7964113	9314866	8093799.5	7877540	6623966.5	1.26E+07	1.32E+07	9786761	1.51E+07	1.33E+07	9186756	8215792.5	1.08E+07	9243514	8357625	
sp|Q96MU7-2|YTDC1_HUMAN	Q96MU7-2	YTDC1_HUMAN	YTHDC1	709	Homo sapiens		Isoform 2 of YTH domain-containing protein 1	1	0.999	10	147	0	147	4	3	4	4	3	3	5	5	5	8	6	4	5	5	3	3	4	5	6	6	5	5	5	3	3	4	5	4	3	5	2	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	4	4	3	3	5	5	5	8	6	4	5	5	3	3	4	5	6	6	5	5	5	3	3	4	5	4	3	5	2	7	5	1.61E+08	1.57E+08	1.57E+08	1.66E+08	1.74E+08	1.59E+08	2.38E+08	2.17E+08	1.99E+08	2.51E+08	2.27E+08	1.85E+08	1.29E+08	8.75E+07	1.14E+08	7.24E+07	1.32E+08	9.38E+07	1.46E+08	1.16E+08	1.24E+08	1.57E+08	1.36E+08	1.64E+08	1.63E+08	1.41E+08	1.58E+08	1.74E+08	2.05E+08	2.15E+08	2.29E+08	2.28E+08	2.11E+08	1.26E+08	1.07E+08	1.12E+08	1.42E+08	1.18E+08	1.05E+08	1.16E+08	1.14E+08	1.03E+08	1.22E+08	1.10E+08	9.71E+07	8.61E+07	8.60E+07	7.98E+07	8.25E+07	1.02E+08	9.24E+07	9.71E+07	9.58E+07	9.86E+07	1.09E+08	1.33E+08	1.10E+08	1.11E+08	1.03E+08	1.16E+08	1.19E+08	1.18E+08	9.57E+07	8.61E+07	1.05E+08	1.30E+08	sp|Q96MU7|YTDC1_HUMAN
sp|Q96MW1|CCD43_HUMAN	Q96MW1	CCD43_HUMAN	CCDC43	224	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 43	1	0.999	7	110	30	110	3	3	3	3	4	4	4	6	3	6	2	3	3	4	4	3	3	2	4	3	2	2	2	4	3	2	3	4	3	4	3	3	5	1	1	1	1	2	2	1	3	0	1	0	1	1	2	2	0	1	0	2	1	0	0	0	1	1	0	1	1	0	1	0	0	2	3	3	3	3	4	4	4	6	3	6	2	3	3	4	4	3	3	2	4	3	2	2	2	4	3	2	3	4	3	4	3	3	5	9.87E+07	1.15E+08	1.16E+08	1.18E+08	1.24E+08	1.16E+08	1.05E+08	9.95E+07	8.35E+07	1.26E+08	6.51E+07	1.01E+08	8.72E+07	9.29E+07	7.07E+07	7.10E+07	1.31E+08	7.68E+07	8.03E+07	8.63E+07	8.68E+07	7.43E+07	7.75E+07	1.22E+08	1.08E+08	1.05E+08	9.56E+07	1.28E+08	8.38E+07	8.49E+07	8.65E+07	1.17E+08	1.15E+08	5.28E+07	7.96E+07	6.61E+07	7.03E+07	8.89E+07	8.21E+07	4.94E+07	5.92E+07	4.22E+07	6.63E+07	3.03E+07	5.47E+07	4.39E+07	5.91E+07	4.25E+07	3.96E+07	6.42E+07	4.54E+07	4.82E+07	4.40E+07	4.00E+07	3.74E+07	4.57E+07	5.31E+07	8.27E+07	7.84E+07	5.98E+07	8.84E+07	4.22E+07	4.85E+07	4.25E+07	5.35E+07	6.48E+07	
sp|Q96MW5|COG8_HUMAN	Q96MW5	COG8_HUMAN	COG8	612	Homo sapiens	1:Experimental evidence at protein level	Conserved oligomeric Golgi complex subunit 8	1	0.999	7	138	138	138	3	3	5	3	4	3	4	3	6	2	3	4	5	4	4	5	5	6	7	5	4	4	5	3	4	3	4	5	4	4	4	4	6	3	3	5	3	4	3	4	3	6	2	3	4	5	4	4	5	5	6	7	5	4	4	5	3	4	3	4	5	4	4	4	4	6	3	3	5	3	4	3	4	3	6	2	3	4	5	4	4	5	5	6	7	5	4	4	5	3	4	3	4	5	4	4	4	4	6	5.45E+07	5.14E+07	4.96E+07	4.97E+07	5.90E+07	5.26E+07	5.51E+07	4.43E+07	8.88E+07	1.03E+08	2.32E+07	4.52E+07	1.08E+08	1.33E+08	1.05E+08	1.46E+08	1.34E+08	1.29E+08	1.36E+08	1.35E+08	1.46E+08	1.19E+08	1.10E+08	5.60E+07	5.37E+07	5.10E+07	4.72E+07	5.58E+07	6.10E+07	5.57E+07	4.58E+07	5.01E+07	1.09E+08	4.12E+07	3.73E+07	4.06E+07	3.59E+07	4.54E+07	3.83E+07	4.08E+07	3.08E+07	4.06E+07	4.74E+07	3.80E+07	3.74E+07	3.34E+07	4.16E+07	3.48E+07	3.85E+07	3.66E+07	3.43E+07	2.82E+07	3.96E+07	4.35E+07	2.96E+07	4.04E+07	4.39E+07	4.33E+07	3.95E+07	3.36E+07	4.33E+07	4.12E+07	4.14E+07	3.58E+07	4.21E+07	5.13E+07	
sp|Q96MX3|ZNF48_HUMAN	Q96MX3	ZNF48_HUMAN	ZNF48	618	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 48	1	0.999	6	75	75	83	2	3	2	4	3	1	4	4	2	3	3	2	3	2	3	3	2	1	2	0	2	3	2	2	2	1	3	3	0	1	1	3	3	2	3	2	4	3	1	4	4	2	3	3	2	3	2	3	3	2	1	2	0	2	3	2	2	2	1	3	3	0	1	1	3	3	2	3	2	4	3	1	4	4	2	3	3	2	4	3	4	4	2	2	3	1	3	3	2	2	2	1	3	3	0	1	1	3	3	6817889.5	1.53E+07	4.37E+07	4.37E+07	7612251	4.66E+07	6749342	7449521	6407081	6826485	6370788	8203123	1.34E+07	9014196	1.33E+07	1.33E+07	1.27E+07	8404590	1.54E+07	6426286	1.04E+07	1.45E+07	1.58E+07	3.58E+07	2.59E+07	3.66E+07	1.59E+07	4.36E+07	9007967	8001570	1.72E+07	1.83E+07	1.56E+07	7865886	7945253	1.46E+07	9938042	8754100	1.01E+07	5070668.5	5660557.5	4839096.5	5135428	4786208	6237282	8914743	6146645.5	9307681	1.00E+07	9472847	9697895	1.01E+07	6956390.5	1.18E+07	1.00E+07	1.10E+07	8162298.5	9681700	1.11E+07	9827250	1.15E+07	4051661.5	3982693.2	7840398	6985337	7238021.5	
sp|Q96MX6-2|WDR92_HUMAN	Q96MX6-2	WDR92_HUMAN	WDR92	288	Homo sapiens		Isoform 2 of WD repeat-containing protein 92	1	0.999	9	173	0	173	4	6	6	8	6	5	5	9	5	7	6	6	3	5	4	4	5	4	4	4	4	5	4	6	8	5	7	7	2	4	6	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	6	8	6	5	5	9	5	7	6	6	3	5	4	4	5	4	4	4	4	5	4	6	8	5	7	7	2	4	6	5	4	7.89E+07	9.95E+07	1.47E+08	2.06E+08	1.03E+08	1.73E+08	1.12E+08	1.35E+08	9.80E+07	1.18E+08	1.18E+08	1.30E+08	5.88E+07	6.07E+07	4.88E+07	6.71E+07	7.95E+07	8.22E+07	6.49E+07	6.67E+07	6.04E+07	7.02E+07	6.13E+07	1.64E+08	1.72E+08	1.61E+08	1.98E+08	9.11E+07	7.80E+07	7.77E+07	8.27E+07	9.27E+07	5.83E+07	3.54E+07	4.14E+07	3.79E+07	4.75E+07	3.93E+07	4.55E+07	3.70E+07	4.22E+07	3.39E+07	4.31E+07	3.59E+07	4.20E+07	2.36E+07	2.61E+07	1.80E+07	2.89E+07	2.93E+07	2.48E+07	2.52E+07	2.17E+07	2.55E+07	2.59E+07	2.35E+07	4.25E+07	4.65E+07	4.04E+07	5.57E+07	4.14E+07	2.49E+07	2.88E+07	2.92E+07	3.30E+07	2.60E+07	sp|Q96MX6|WDR92_HUMAN
sp|Q96MY1|NOL4L_HUMAN	Q96MY1	NOL4L_HUMAN	NOL4L	436	Homo sapiens	1:Experimental evidence at protein level	Nucleolar protein 4-like	1	0.999	3	21	2	21	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	1	2	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	1	2	1	1	0	1	1	1	1	1.21E+07	9659414	1.62E+07	1.32E+07	1.00E+07	1.41E+07	0	0	1.13E+07	0	0	9257324	0	0	0	0	0	0	2.22E+07	0	0	0	1.82E+07	1.66E+07	1.47E+07	1.43E+07	9519476	6118567	0	3679521	1.05E+07	9198098	1.22E+07	1.21E+07	9659414	1.62E+07	1.32E+07	1.00E+07	1.41E+07	0	0	1.13E+07	0	0	9257324	0	0	0	0	0	0	2.22E+07	0	0	0	1.82E+07	1.66E+07	1.47E+07	1.43E+07	9519476	6118567	0	3679521	1.05E+07	9198098	1.22E+07	
sp|Q96N06-2|SPT33_HUMAN	Q96N06-2	SPT33_HUMAN	SPATA33	140	Homo sapiens		Isoform 2 of Spermatogenesis-associated protein 33	0.9936	0.999	2	16	0	16	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	4795214.5	5725053	5561076	5588825	6292579	6253694.5	1445894	4383040	0	2738775.5	5104115.5	2677597.2	0	0	0	2.33E+07	0	0	0	0	0	0	0	6219035.5	5681491	5971540	6068854	6454242	1903042.2	0	1565450.9	2392697.5	2167395	4795214.5	5725053	5561076	5588825	6292579	6253694.5	1445894	4383040	0	2738775.5	5104115.5	2677597.2	0	0	0	0	0	0	0	0	0	0	0	6219035.5	5681491	5971540	6068854	6454242	1903042.2	0	1565450.9	2392697.5	2167395	sp|Q96N06|SPT33_HUMAN
sp|Q96N11-2|CG026_HUMAN	Q96N11-2	CG026_HUMAN	C7orf26	352	Homo sapiens		Isoform 2 of Uncharacterized protein C7orf26	1	0.999	4	44	0	44	2	2	1	1	1	2	1	0	1	2	1	1	1	2	1	1	2	1	2	1	2	1	2	2	2	1	2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	1	2	1	0	1	2	1	1	1	2	1	1	2	1	2	1	2	1	2	2	2	1	2	1	1	1	1	1	1	4.82E+07	4.48E+07	4.11E+07	3.85E+07	3.68E+07	4.29E+07	2.20E+07	0	9530101	4.55E+07	1.20E+07	3.21E+07	1.99E+07	3.32E+07	1.46E+07	2.52E+07	2.63E+07	2.47E+07	2.17E+07	2.44E+07	2.17E+07	2.42E+07	2.39E+07	4.88E+07	6.00E+07	3.94E+07	4.45E+07	4.61E+07	9056385	1.13E+07	1.67E+07	1.48E+07	1.14E+07	4.56E+07	4.22E+07	3.81E+07	3.64E+07	3.49E+07	4.04E+07	2.42E+07	0	1.05E+07	3.36E+07	1.31E+07	3.53E+07	9347125	1.56E+07	4735074.5	1.15E+07	1.45E+07	1.28E+07	1.34E+07	1.52E+07	1.30E+07	1.43E+07	1.00E+07	4.53E+07	5.68E+07	3.72E+07	4.11E+07	4.32E+07	9954168	1.24E+07	1.83E+07	1.62E+07	1.26E+07	sp|Q96N11|CG026_HUMAN
sp|Q96N16-2|JKIP1_HUMAN	Q96N16-2	JKIP1_HUMAN	JAKMIP1	831	Homo sapiens		Isoform 2 of Janus kinase and microtubule-interacting protein 1	1	0.999	6	68	0	68	1	2	1	3	1	2	1	1	3	2	3	3	1	2	3	3	1	2	1	2	4	1	1	2	1	1	2	2	3	4	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	3	1	2	1	1	3	2	3	3	1	2	3	3	1	2	1	2	4	1	1	2	1	1	2	2	3	4	4	2	3	2.02E+07	7439293	8784656	1.96E+07	1.17E+07	2.20E+08	2.41E+07	2.51E+07	2.30E+08	1.76E+08	3.21E+07	1.72E+08	2.24E+07	1.86E+08	1.72E+08	1.84E+08	1.87E+08	2.81E+07	1.63E+08	1.64E+08	3.88E+07	2.05E+08	2.11E+07	2.37E+07	1.98E+07	2.06E+08	2.19E+07	2.19E+07	1.64E+08	1.80E+08	2.06E+08	2.69E+07	2.66E+07	2.70E+07	2.47E+07	2.92E+07	2.95E+07	2.74E+07	3.68E+07	4.46E+07	2.98E+07	4.27E+07	3.45E+07	3.36E+07	3.99E+07	3.56E+07	4.03E+07	4.09E+07	3.99E+07	4.31E+07	3.49E+07	4.22E+07	3.67E+07	3.82E+07	4.56E+07	3.76E+07	3.27E+07	2.40E+07	3.84E+07	2.49E+07	3.09E+07	5.11E+07	4.94E+07	4.42E+07	4.68E+07	4.17E+07	sp|Q96N16|JKIP1_HUMAN
sp|Q96N21-2|AP4AT_HUMAN	Q96N21-2	AP4AT_HUMAN	TEPSIN	441	Homo sapiens		Isoform 2 of AP-4 complex accessory subunit Tepsin	1	0.999	4	13	1	13	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	7700914	5840681.5	9749399	7377369	5238438	4675021.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15E+07	2.52E+07	1.71E+07	1.06E+07	7177214.5	0	0	0	0	0	0	7700914	5840681.5	9749399	7377369	5238438	4675021.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15E+07	2.52E+07	1.71E+07	1.06E+07	0	
sp|Q96N38-2|ZN714_HUMAN	Q96N38-2	ZN714_HUMAN	ZNF714	523	Homo sapiens		Isoform 2 of Zinc finger protein 714	0.9893	0.999	3	6	0	10	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	2460204	0	0	3207363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3013366	2743165	3561682.8	3441093.5	0	0	0	0	0	2460204	0	0	3207363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3013366	2743165	3561682.8	3441093.5	0	0	0	0	0	"sp|Q96N38-3|ZN714_HUMAN, sp|Q96N38|ZN714_HUMAN"
sp|Q96N46|TTC14_HUMAN	Q96N46	TTC14_HUMAN	TTC14	770	Homo sapiens	1:Experimental evidence at protein level	Tetratricopeptide repeat protein 14	1	0.999	7	48	1	48	3	1	1	2	1	0	0	3	2	3	2	1	1	1	2	0	2	1	2	1	1	2	2	1	1	1	2	1	2	3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	2	1	0	0	3	2	3	2	1	1	1	2	0	2	1	2	1	1	2	2	1	1	1	2	1	2	3	1	1	1	3.11E+07	1.44E+07	9141720	1.16E+07	1.47E+07	1.33E+07	9859216	1.73E+07	2.20E+07	1.52E+07	2.28E+07	1.56E+07	1.14E+07	1.29E+07	1.19E+07	2.39E+07	1.20E+07	5253794.5	1.17E+07	1.17E+07	1.19E+07	2.17E+07	1.40E+07	1.45E+07	1.46E+07	1.60E+07	1.52E+07	1.05E+07	1.06E+07	1.60E+07	1.97E+07	2.12E+07	1.68E+07	1.11E+07	8848697	4421771.5	7224128	8980521	7983622.5	7511069.5	6852107	9725510	8414598	9223117	7501118.5	7069668.5	7748456.5	6832432	7170618	7032703.5	7671457.5	7191915.5	7229275.5	7387648	6216477.5	8682868	8768875	8578161	9503310	9252416	5576267	6247923.5	7102626.5	8244432.5	9253288	7289786	
